0;1;2
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Grand Energy
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Grand M
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Grand X
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Tank Xtreme 5.0
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Tank Xtreme 4.0
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Studio G2 HD
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Dash XL
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Dash G
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);BLU Vivo 6
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Studio G Max
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Studio G Plus HD
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);BLU Life One X2
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);BLU Pure XR
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Studio G2
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Studio C 8+8
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Energy Diamond
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Diamond M
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Energy M
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Grand 5.5 HD
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Energy Diamond Mini
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Dash L2
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Studio Selfie 2
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Neo X
Chipset Not Found;Mediatek MT6580 (28 nm);BLU Advance 4.0 L2
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);BLU Dash X LTE
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);BLU Studio 7.0 LTE
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);BLU Studio G LTE
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);BLU Pure XL
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);BLU Vivo Air LTE
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);BLU Studio C 5 + 5 LTE
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);BLU Win HD LTE
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);BLU Win JR LTE
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);BLU Life One (2015)
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);BLU Life One XL
Chipset Not Found;Qualcomm MSM8928 Snapdragon 400 (28 nm);BLU Studio 6.0 LTE
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);BLU Studio 5.0 HD LTE
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);BLU Studio Mini LTE
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);BLU Win JR
Chipset Not Found;Qualcomm Snapdragon 200 (28 nm);BLU Win HD
Chipset Not Found;Qualcomm MSM8274AB Snapdragon 800 (28 nm);BLU Life Pure XL
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);BLU Studio 5.0 LTE
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;BLU Dash Music
Chipset Not Found;Mediatek MT6573 (65 nm);BLU Dash
Chipset Not Found;Mediatek MT6573 (65 nm);BLU Studio 5.3
Chipset Not Found;Qualcomm MSM7227-T Snapdragon S1;BLU Touch Book 7.0
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);BQ Aquaris VS Plus
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);BQ Aquaris VS
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);BQ Aquaris U2 Lite
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);BQ Aquaris U Lite
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);BQ Aquaris U
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);BQ Aquaris U Plus
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);BQ Aquaris X5 Plus
Chipset Not Found;Qualcomm MSM8916T Snapdragon 412 (28 nm);BQ Aquaris E5s
Chipset Not Found;Qualcomm MSM8916T Snapdragon 412 (28 nm);BQ Aquaris X5
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);BQ Aquaris M5
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);BQ Aquaris M5.5
Chipset Not Found;Mediatek MT8163B;BQ  Aquaris M10
Chipset Not Found;Mediatek Dimensity 930 (6 nm);Cat S75
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Cat S42 H+
Chipset Not Found;Unisoc T117;Cat B40
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Cat S42
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Cat S52
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Cat S41
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Cat S31
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Cat S60
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Cat S30
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Cat S40
Chipset Not Found;Spreadtrum 7701;Cat B30
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Cat S50
Chipset Not Found;Mediatek MT6276W;Cat B100
Chipset Not Found;Mediatek MT6235;Cat B25
Chipset Not Found;Spreadtrum SC7715;Celkon A403
Chipset Not Found;Spreadtrum SC7715;Celkon Campus Prime
Chipset Not Found;Spreadtrum 7731G;Celkon Q3K Power
Chipset Not Found;Spreadtrum 7715;Celkon A402
Chipset Not Found;Spreadtrum 7715;Celkon A518
Chipset Not Found;RDA 8810P;Celkon A407
Chipset Not Found;Spreadtrum 7715;Celkon A359
Chipset Not Found;Spreadtrum 7715;Celkon A355
Chipset Not Found;Qualcomm MSM8212 Snapdragon 200 (28 nm);Celkon Win 400
Chipset Not Found;Spreadtrum SC7715;Celkon Campus Colt A401
Chipset Not Found;SC6815;Celkon Campus One A354C
Chipset Not Found;RDA 8810M;Celkon Campus Nova A352E
Chipset Not Found;Broadcom BCM23550;Celkon Q500 Millennium Ultra
Chipset Not Found;Mediatek MT6517A;Celkon A107
Chipset Not Found;Spreadtrum SC6820;Celkon A9+
Chipset Not Found;Spreadtrum 6820;Celkon A87
Chipset Not Found;Mediatek MT6515M;Celkon A86
Chipset Not Found;Spreadtrum 6820;Celkon A69
Chipset Not Found;Mediatek MT6513;Celkon A88
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Coolpad Cool 5
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Coolpad Cool 3 Plus
Chipset Not Found;Spreadtrum SC9850K;Coolpad Mega 5A
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);Coolpad Cool Play 6
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Coolpad Defiant
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Coolpad Cool1 dual
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Coolpad Cool S1
Chipset Not Found;Qualcomm MSM8929 Snapdragon 415 (28 nm);Coolpad Note 3s
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Coolpad Note 5
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Coolpad Torino
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);Coolpad Max
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Coolpad Torino S
Chipset Not Found;Mediatek MT6580 (28 nm);Coolpad Roar
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Coolpad Shine
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Coolpad Modena
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Coolpad Porto
Chipset Not Found;Qualcomm MSM8917 Snapdragon 425 (28 nm);Coolpad 3632
Chipset Not Found;Nvidia Tegra 2 T20;Dell Streak 10 Pro
Chipset Not Found;Nvidia Tegra 2 T20;Dell Streak 7
Chipset Not Found;Nvidia Tegra 2 T20;Dell Streak 7 Wi-Fi
Chipset Not Found;Qualcomm MSM7230;Dell Smoke
Chipset Not Found;Qualcomm MSM7230;Dell Flash
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Doogee X98
Chipset Not Found;Mediatek MT6877V Dimensity 1080 (6 nm);Doogee V Max
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Doogee X97
Chipset Not Found;Realtek 8763EW;Doogee D11
Chipset Not Found;Realtek 8762DK;Doogee CS3
Chipset Not Found;Unisoc UMS312 (12 nm);Doogee S35T
Chipset Not Found;nRF52840;Doogee CR1 Pro
Chipset Not Found;Realtek 8762C;Doogee DG Ares
Chipset Not Found;Mediatek MT6580 (28 nm);Doogee X93
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Doogee S35
Chipset Not Found;Realtek 8762C;Doogee CS2
Chipset Not Found;Realtek 8762C;Doogee CR1
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Doogee S59 Pro
Chipset Not Found;nRF52832;Doogee CS1
Chipset Not Found;Mediatek MT6761V/WE Helio A22 (12 nm);Doogee X95 Pro
Chipset Not Found;Mediatek MT6785 Helio G90 (12 nm);Doogee S96 Pro
Chipset Not Found;Mediatek MT6762V Helio P22 (12 nm);Doogee S58 Pro
Chipset Not Found;Mediatek MT6761V Helio A22 (12 nm);Doogee X95
Chipset Not Found;Mediatek MT6260A;Emporia Glam
Chipset Not Found;Mediatek MT6260M;Emporia Flip Basic
Chipset Not Found;Mediatek MT6260M;Emporia Eco
Chipset Not Found;Qualcomm QSC6240;Emporia Click Plus
Chipset Not Found;Infineon PMB7880;Emporia Essence Plus
Chipset Not Found;Mediatek MT6223;Emporia Solid Plus
Chipset Not Found;Mediatek MT6223;Emporia Care Plus
Chipset Not Found;Infineon PMB7880;Emporia Elegance Plus
Chipset Not Found;Infineon PMB7880;Emporia Elegance
Chipset Not Found;Qualcomm QSC6270;Emporia Connect
Chipset Not Found;Mediatek MT6223 (09A)/ MT6260;Emporia Click
Chipset Not Found;Infineon PMB7900 (ULC3);Emporia Talk Comfort Plus
Chipset Not Found;Unisoc SC6531DA;Energizer E4
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Energizer Ultimate U608s
Chipset Not Found;Unisoc T117;Energizer E284S
Chipset Not Found;Mediatek MT6731 (28 nm);Energizer E282SC
Chipset Not Found;Spreadtrum SC6531E;Energizer E28
Chipset Not Found;Spreadtrum SC6531E;Energizer E24
Chipset Not Found;Spreadtrum SC6531E;Energizer E3
Chipset Not Found;Spreadtrum SC6531E;Energizer E2
Chipset Not Found;Spreadtrum SC9820E;Energizer E280s
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Energizer Hardcase H620S
Chipset Not Found;Mediatek MT6763 Helio P23 (16 nm);Energizer Ultimate U710S
Chipset Not Found;Spreadtrum SC6531E;Energizer Energy E12
Chipset Not Found;Mediatek MT6261A;Energizer Hardcase H10
Chipset Not Found;Spreadtrum SC9820E;Energizer Hardcase H280S
Chipset Not Found;Mediatek MT6276А;Energizer Hardcase H241
Chipset Not Found;Spreadtrum SC9820E;Energizer Energy E241s
Chipset Not Found;Spreadtrum SC9820E;Energizer Energy E220s
Chipset Not Found;Mediatek MT6261D;Energizer Energy E11
Chipset Not Found;Mediatek MT6261D;Energizer Energy E10+
Chipset Not Found;Spreadtrum SC6531E;Energizer Power Max P20
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Energizer Power Max P16K Pro
Chipset Not Found;Mediatek MT6580 (28 nm);Energizer Energy S500E
Chipset Not Found;Mediatek MT6763 Helio P23 (16 nm);Energizer Hardcase H591S
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Energizer Ultimate U570S
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Energizer Ultimate U620S
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Energizer Ultimate U630S Pop
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Energizer Ultimate U650S
Chipset Not Found;Qualcomm MSM7200A;Garmin-Asus nuvifone M20
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Gigabyte GSmart Guru GX
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Gigabyte GSmart Mika MX
Chipset Not Found;Qualcomm MSM8228 Snapdragon 400 (28 nm);Gigabyte GSmart GX2
Chipset Not Found;Qualcomm MSM8230 Snapdragon 400 (28 nm);Gigabyte GSmart Simba SX1
Chipset Not Found;Qualcomm MSM7227T Snapdragon S1;Gigabyte GSmart G1355
Chipset Not Found;Qualcomm MSM7227T Snapdragon S1;Gigabyte GSmart G1345
Chipset Not Found;Qualcomm MSM7225AA Snapdragon S1;Gigabyte GSmart G1342 Houston
Chipset Not Found;Qualcomm MSM7225-1 Snapdragon S1;Gigabyte GSmart G1310
Chipset Not Found;Qualcomm MSM7225-1 Snapdragon S1;Gigabyte GSmart G1315 Skate
Chipset Not Found;Qualcomm MSM7200A;Gigabyte GSmart S1200
Chipset Not Found;Mediatek MT6785 Helio G90 (12 nm);Gionee M15
Chipset Not Found;Mediatek MT6761 Helio A20 (12 nm);Gionee P12
Chipset Not Found;Mediatek Helio P30 (16 nm);Gionee S11S
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Gionee S11
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Gionee S11 lite
Chipset Not Found;Mediatek Helio P30 (16 nm);Gionee M7
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee S10B
Chipset Not Found;Qualcomm MSM8920 Snapdragon 427 (28 nm);Gionee S10C
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);Gionee M6s Plus
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee A1
Chipset Not Found;Qualcomm MSM8976 Pro Snapdragon 653 (28 nm);Gionee M2017
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee S9
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee M6 Plus
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee M6
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee S6 Pro
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee W909
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Gionee S8
Chipset Not Found;Mediatek MT6580 (28 nm);Gionee Marathon M5 mini
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Gionee Elife E8
Chipset Not Found;Mediatek MT6580 (28 nm);Gionee Pioneer P3S
Chipset Not Found;Mediatek MT6580 (28 nm);Gionee Pioneer P2M
Chipset Not Found;Mediatek MT6260;Gionee S96
Chipset Not Found;Mediatek MT6250;Gionee L800
Chipset Not Found;Mediatek MT6250;Gionee L700
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Gionee Ctrl V6L
Chipset Not Found;Qualcomm MSM8274 Snapdragon 800 (28 nm);Gionee Elife E7
Chipset Not Found;Mediatek MT6591;Gionee Gpad G5
Chipset Not Found;Exynos 9110 (10 nm);Google Pixel Watch
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Google Pixel 2
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Google Pixel 2 XL
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Google Pixel XL
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);Google Pixel
Chipset Not Found;Mediatek MT6261D;Haier C300
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Haier L7
Chipset Not Found;Qualcomm Snapdragon 782G (6 nm);Honor 80
Chipset Not Found;MediaTek MT8786;Honor Pad X8
Chipset Not Found;Mediatek MT8786;Honor Pad X8 Lite
Chipset Not Found;Mediatek Kompanio 900T 5G (6 nm);Honor Tablet V7
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Honor Play 5T Youth
Chipset Not Found;Mediatek MT8786;Honor Tab 7
Chipset Not Found;Kirin 710A (14 nm);Honor 10X Lite
Chipset Not Found;Kirin 710F (12 nm);Honor 30i
Chipset Not Found;Kirin 710A (14 nm);Honor Pad 6
Chipset Not Found;Kirin 710A (14 nm);Honor Pad X6
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Honor 8S 2020
Chipset Not Found;Kirin 990 (7 nm);Honor Play4 Pro
Chipset Not Found;Kirin 820 5G (7nm);Honor X10 5G
Chipset Not Found;Kirin 985 5G (7 nm);Honor V6
Chipset Not Found;Mediatek MT6762R Helio P22 (12 nm);Honor 9A
Chipset Not Found;Kirin 710A (14 nm);Honor 9C
Chipset Not Found;Mediatek MT6762R Helio P22 (12 nm);Honor 9S
Chipset Not Found;Kirin 710F (12 nm);Honor 9X Lite
Chipset Not Found;Kirin 990 5G (7 nm+);Honor 30 Pro+
Chipset Not Found;Kirin 990 5G (7 nm+);Honor 30 Pro
Chipset Not Found;Kirin 985 5G (7 nm);Honor 30
Chipset Not Found;Kirin 710F (12 nm);Honor 20e
Chipset Not Found;Kirin 810 (7 nm);Honor Play 4T Pro
Chipset Not Found;Kirin 710A (14 nm);Honor Play 4T
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Honor 8A 2020
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Honor 8A Prime
Chipset Not Found;Kirin 820 5G (7nm);Honor 30S
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Honor Play 9A
Chipset Not Found;Kirin 990 5G (7 nm+);Honor View30 Pro
Chipset Not Found;Kirin 990 (7 nm);Honor View30
Chipset Not Found;Kirin 990 5G (7 nm+);Honor V30 Pro
Chipset Not Found;Kirin 990 (7 nm);Honor V30
Chipset Not Found;Kirin 710F (12 nm);Honor 9X
Chipset Not Found;Kirin 710F (12 nm);Honor 20 lite (China)
Chipset Not Found;Mediatek MT6762R Helio P22 (12 nm);Honor Play 3e
Chipset Not Found;Kirin 710F (12 nm);Honor Play 3
Chipset Not Found;Kirin 810 (7 nm);Honor 20S
Chipset Not Found;Kirin 810 (7 nm);Honor 9X Pro
Chipset Not Found;Kirin 810 (7 nm);Honor 9X (China)
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Honor 8S
Chipset Not Found;Kirin 659 (16 nm);Honor Pad 5 10.1
Chipset Not Found;Kirin 710 (12 nm);Honor Pad 5 8
Chipset Not Found;Kirin 980 (7 nm);Honor 20 Pro
Chipset Not Found;Kirin 980 (7 nm);Honor 20
Chipset Not Found;Kirin 710 (12 nm);Honor 20 lite
Chipset Not Found;Kirin 710 (12 nm);Honor 20i
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Honor 8A Pro
Chipset Not Found;Kirin 710 (12 nm);Honor Tab 5
Chipset Not Found;Kirin 980 (7 nm);Honor View 20
Chipset Not Found;Kirin 980 (7 nm);Honor Magic 2 3D
Chipset Not Found;Kirin 980 (7 nm);Honor Magic 2
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Honor Play 8A
Chipset Not Found;Kirin 710 (12 nm);Honor 10 Lite
Chipset Not Found;Kirin 710 (12 nm);Honor 8X
Chipset Not Found;Kirin 970 (10 nm);Honor Note 10
Chipset Not Found;Kirin 659 (16 nm);Honor 9N (9i)
Chipset Not Found;Kirin 970 (10 nm);Honor Play
Chipset Not Found;Kirin 970 (10 nm);Honor 10
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Honor 7A
Chipset Not Found;Kirin 659 (16 nm);Honor 9 Lite
Chipset Not Found;Kirin 970 (10 nm);Honor View 10
Chipset Not Found;Kirin 659 (16 nm);Honor 7X
Chipset Not Found;Kirin 960 (16 nm);Honor 9
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Honor 6A (Pro)
Chipset Not Found;Kirin 960 (16 nm);Honor 8 Pro
Chipset Not Found;Kirin 950 (16 nm);Honor Magic
Chipset Not Found;Kirin 950 (16 nm) (KNT-AL10, KNT-TL10)Kirin 955 (16 nm) (KNT-AL20);Honor V8
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Honor Pad 2
Chipset Not Found;Kirin 655 (16 nm);Honor 6X
Chipset Not Found;Kirin 620 (28 nm);Honor Holly 3
Chipset Not Found;Kirin 955 (16 nm);Honor Note 8
Chipset Not Found;Kirin 950 (16 nm);Honor 8
Chipset Not Found;Kirin 650 (16 nm);Honor 5c
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Honor 5X
Chipset Not Found;Qualcomm MSM8939v2 Snapdragon 616 (28 nm);Honor 7i
Chipset Not Found;Kirin 935 (28 nm);Honor 7
Chipset Not Found;Kirin 620 (28 nm);Honor 4C
Chipset Not Found;Kirin 925 (28 nm);Honor 6 Plus
Chipset Not Found;Kirin 620 (28 nm)Qualcomm MSM8916 Snapdragon 410 (28 nm);Honor 4X
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Honor 4 Play
Chipset Not Found;Kirin 920 (28 nm);Honor 6
Chipset Not Found;Kirin 910 (28 nm);Honor 3C 4G
Chipset Not Found;Huawei K3V2E;Honor 3
Chipset Not Found;Huawei K3V2;Honor 2
Chipset Not Found;Kirin 990 5G (7 nm+);Honor View
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);HP Elite x3
Chipset Not Found;Intel Celeron N2807;HP Slate 17
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);HP Pro Slate 12
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);HP Pro Slate 8
Chipset Not Found;Mediatek MT8382 (28 nm);HP 7 VoiceTab
Chipset Not Found;Allwinner A31;HP 7 Plus
Chipset Not Found;Allwinner A31;HP 8
Chipset Not Found;HiSilicon Balong V9R1;HP Slate7 VoiceTab Ultra
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;HP TouchPad 4G
Chipset Not Found;Qualcomm MSM7230;HP Veer 4G
Chipset Not Found;Qualcomm MSM7230;HP Veer
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;HP TouchPad
Chipset Not Found;Qualcomm MSM7200;HP iPAQ Glisten
Chipset Not Found;Qualcomm MSM7201A;HP iPAQ Voice Messenger
Chipset Not Found;Qualcomm MSM7201A;HP iPAQ Data Messenger
Chipset Not Found;TI OMAP 850;HP iPAQ 514
Chipset Not Found;TI OMAP 1510;HP iPAQ h6325
Chipset Not Found;TI OMAP 1510;HP iPAQ h6320
Chipset Not Found;TI OMAP 1510;HP iPAQ h6315
Chipset Not Found;TI OMAP 1510;HP iPAQ h6310
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);HTC Wildfire E3
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);HTC Wildfire E1 lite
Chipset Not Found;Mediatek MT6762D Helio P22 (12 nm);HTC Wildfire E2
Chipset Not Found;Mediatek MT6763 Helio P23 (16 nm);HTC Wildfire E1 plus
Chipset Not Found;Mediatek MT6763 Helio P23 (16 nm);HTC Wildfire E1
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);HTC Desire 19s
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);HTC Wildfire X
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);HTC Desire 19+
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);HTC U11 Eyes
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);HTC U11+
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);HTC U11
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);HTC One X10
Chipset Not Found;Qualcomm MSM8996 Snapdragon 821 (14 nm);HTC U Ultra
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);HTC U Play
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);HTC 10 evo
Chipset Not Found;Qualcomm MSM8928 Snapdragon 400 (28 nm);HTC Desire 650
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);HTC Desire 10 Pro
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);HTC One A9s
Chipset Not Found;Qualcomm MSM8928 Snapdragon 400 (28 nm);HTC Desire 10 Lifestyle
Chipset Not Found;Mediatek MT6795T Helio X10 (28 nm);HTC One M9 Prime Camera
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);HTC Desire 830
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);HTC One S9
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);HTC 10 Lifestyle
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);HTC 10
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);HTC Desire 825
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);HTC Desire 630
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);HTC Desire 530
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);HTC Desire 625
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);HTC One X9
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);HTC One M9s
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);HTC Butterfly 3
Chipset Not Found;Mediatek MT6795T Helio X10 (28 nm);HTC One M9+ Supreme Camera
Chipset Not Found;Qualcomm MSM8952 Snapdragon 617 (28 nm);HTC One A9
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);HTC Desire 626 (USA)
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);HTC Desire 626s
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);HTC Desire 526
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);HTC Desire 520
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);HTC One ME
Chipset Not Found;Mediatek MT6795T Helio X10 (28 nm);HTC One M9+
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);HTC One M8s
Chipset Not Found;Mediatek MT6795M Helio X10 (28 nm);HTC One E9+
Chipset Not Found;Mediatek MT6795M Helio X10 (28 nm);HTC One E9
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);HTC One M9
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);HTC Desire 826 dual sim
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);HTC Desire 620
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);HTC One (M8 Eye)
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);HTC Desire Eye
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);HTC Desire 612
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);HTC Desire 820q dual sim
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);HTC Desire 820 dual sim
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);HTC Desire 820
