0;1;2
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Samsung Galaxy Tab Pro 12.2 LTE
Chipset Not Found;Exynos 5420 Octa (28 nm);Samsung Galaxy Tab Pro 12.2 3G
Chipset Not Found;Exynos 5420 Octa (28 nm);Samsung Galaxy Tab Pro 12.2
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Samsung Galaxy Tab Pro 10.1 LTE
Chipset Not Found;Exynos 5420 Octa (28 nm);Samsung Galaxy Tab Pro 10.1
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Samsung Galaxy Tab Pro 8.4 3G/LTE
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Samsung Galaxy Tab Pro 8.4
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Samsung Galaxy S4 Active LTE-A
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Samsung Galaxy J
Chipset Not Found;BCM 28145/28155;Samsung Galaxy S Duos 2 S7582
Chipset Not Found;Qualcomm MSM8226 Snapdragon 400 (28 nm);Samsung Galaxy Grand 2
Chipset Not Found;Qualcomm MSM8930AB Snapdragon 400 (28 nm);Samsung I9230 Galaxy Golden
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Samsung I9506 Galaxy S4
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Samsung Galaxy Round G910S
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm);Samsung Galaxy Note 10.1 (2014)
Chipset Not Found;Qualcomm Snapdragon 800 (28 nm) - N9005, N9002Exynos 5420 Octa (28 nm) - N9000;Samsung Galaxy Note 3
An exception occurred;Pega-Dual +XMM6262;Samsung Galaxy S4 zoom
Chipset Not Found;Broadcom BCM21664 (3G) / Qualcomm MSM8930 Snapdragon 400 (28 nm) (LTE);Samsung Galaxy Ace 3
Chipset Not Found;Qualcomm MSM8930AB Snapdragon 400 (28 nm);Samsung I9190 Galaxy S4 mini
Chipset Not Found;Qualcomm APQ8064T Snapdragon 600;Samsung I9295 Galaxy S4 Active
Chipset Not Found;Exynos 4212 Dual;Samsung Galaxy Tab 3 8.0
Chipset Not Found;Qualcomm Snapdragon 400 (28 nm);Samsung Galaxy Mega 6.3 I9200
Chipset Not Found;Qualcomm MSM8625Q Snapdragon 200 (45 nm);Samsung Galaxy Win I8550
Chipset Not Found;Qualcomm APQ8064T Snapdragon 600;Samsung I9505 Galaxy S4
Chipset Not Found;Exynos 5410 Octa (28 nm);Samsung I9500 Galaxy S4
Chipset Not Found;Exynos 5410 Octa (28 nm);Samsung I9502 Galaxy S4
Chipset Not Found;Qualcomm APQ8064T Snapdragon 600;Samsung Galaxy S4 CDMA
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note 8.0
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note 8.0 Wi-Fi
Chipset Not Found;Qualcomm MSM8930 Snapdragon 400 (28 nm);Samsung Galaxy Express I8730
Chipset Not Found;Broadcom BC28155;Samsung I9105 Galaxy S II Plus
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note LTE 10.1 N8020
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;Samsung Galaxy Discover S730M
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Pop SHV-E220
Chipset Not Found;TI OMAP 4470;Samsung Galaxy Premier I9260
Chipset Not Found;Qualcomm APQ8090A;Samsung Ativ Tab P8510
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung I9305 Galaxy S III
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note II N7100
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note II CDMA
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Camera GC100
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note 10.1 N8000
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung Galaxy Note 10.1 N8010
Chipset Not Found;Qualcomm QSC 6155;Samsung Array M390
Chipset Not Found;Exynos 3210;Samsung Galaxy S Lightray 4G R940
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;Samsung Galaxy Appeal I827
Chipset Not Found;Nvidia Tegra 2 T20;Samsung Galaxy Tab 8.9 4G P7320T
Chipset Not Found;Exynos C210;Samsung I9500 Fraser
Chipset Not Found;Exynos 4412 Quad (32 nm);Samsung I9300 Galaxy S III
Chipset Not Found;TI OMAP 4430;Samsung Galaxy Tab 2 10.1 P5110
Chipset Not Found;TI OMAP 4430;Samsung Galaxy Tab 2 10.1 P5100
Chipset Not Found;Qualcomm MSM7627;Samsung Galaxy Ace Duos I589
Chipset Not Found;TI OMAP 4430;Samsung Galaxy Tab 2 7.0 P3110
Chipset Not Found;TI OMAP 4430;Samsung Galaxy Tab 2 7.0 P3100
Chipset Not Found;TI OMAP 4460;Samsung Galaxy Nexus I9250M
Chipset Not Found;TI OMAP 4460;Samsung Galaxy Nexus LTE L700
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;Samsung Galaxy Note T879
Chipset Not Found;Qualcomm QSC6055;Samsung M370
Chipset Not Found;TI OMAP 4460;Samsung Galaxy Nexus i515
Chipset Not Found;TI OMAP 4460;Samsung Galaxy Nexus I9250
Chipset Not Found;TI OMAP 4430;Samsung I9100G Galaxy S II
Chipset Not Found;Nvidia Tegra 2 AP20H;Samsung i927 Captivate Glide
Chipset Not Found;Qualcomm MSM7230;Samsung DoubleTime I857
Chipset Not Found;Exynos 4210 Dual (45 nm);Samsung Galaxy Note N7000
Chipset Not Found;Exynos 4210 Dual;Samsung Galaxy S II I777
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;Samsung Galaxy S II X T989D
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;Samsung Galaxy S II T989
Chipset Not Found;Exynos 4210 Dual;Samsung Galaxy S II Epic 4G Touch
Chipset Not Found;Qualcomm Snapdragon S3 APQ8060;Samsung Galaxy S II LTE I9210
Chipset Not Found;Exynos 4210 Dual;Samsung Galaxy S II 4G I9100M
Chipset Not Found;Nvidia Tegra 2 AP20H;Samsung I9103 Galaxy R
Chipset Not Found;Qualcomm MSM8665;Samsung Conquer 4G
Chipset Not Found;Qualcomm MSM7627-2;Samsung M580 Replenish
Chipset Not Found;Qualcomm MSM7627-3;Samsung Galaxy Prevail
Chipset Not Found;TI OMAP 3630;Samsung P1010 Galaxy Tab Wi-Fi
Chipset Not Found;Nvidia Tegra 2 T20;Samsung P7500 Galaxy Tab 10.1 3G
Chipset Not Found;Nvidia Tegra 2 T20;Samsung Galaxy Tab 10.1 LTE I905
Chipset Not Found;Nvidia Tegra 2 T20;Samsung Galaxy Tab 10.1 P7510
Chipset Not Found;Nvidia Tegra 2 T20;Samsung Galaxy Tab 8.9 P7300
Chipset Not Found;Nvidia Tegra 2 T20;Samsung Galaxy Tab 8.9 P7310
Chipset Not Found;Exynos 4210 Dual;Samsung I9100 Galaxy S II
Chipset Not Found;Nvidia Tegra 2 T20;Samsung P7100 Galaxy Tab 10.1v
Chipset Not Found;TI OMAP 3630;Samsung I9003 Galaxy SL
Chipset Not Found;Broadcom BCM21553;Samsung Galaxy Ace S5830I
Chipset Not Found;Qualcomm QCT MSM7227-1 Turbo Snapdragon S1;Samsung Galaxy Gio S5660
Chipset Not Found;TI OMAP 3430;Samsung Galaxy A
Chipset Not Found;Qualcomm MSM6246;Samsung W850
Chipset Not Found;Qualcomm MSM6246;Samsung S8000 Jet
Chipset Not Found;Qualcomm MSM7201A;Samsung B7320 OmniaPRO
Chipset Not Found;Qualcomm MSM7200A;Samsung I7500 Galaxy
Chipset Not Found;Qualcomm MSM6281;Samsung S8300 UltraTOUCH
Chipset Not Found;Qualcomm MSM7500;Samsung i770 Saga
Chipset Not Found;Qualcomm MSM6281;Samsung M8800 Pixon
Chipset Not Found;TI OMAP 2430;Samsung G810
Chipset Not Found;Qualcomm MSM6500;Samsung SPH-i325 Ace
Chipset Not Found;TI OMAP 2430;Samsung i560
Chipset Not Found;TI OMAP 2430;Samsung i550
Chipset Not Found;TI OMAP 2431;Samsung i450
Chipset Not Found;TI OMAP 1710;Samsung i620
Chipset Not Found;TI OMAP 2430;Samsung i400
Chipset Not Found;TI OMAP 2430;Samsung i520
Chipset Not Found;TI OMAP 1710;Samsung i600
Chipset Not Found;TI OMAP 1710;Samsung i607 BlackJack
Chipset Not Found;TI OMAP 5910;Samsung Z600
Chipset Not Found;TI OMAP 5910;Samsung D710
Chipset Not Found;Exynos 850 (8nm);Samsung Galaxy A04 Core
Chipset Not Found;Exynos 1200;Samsung Galaxy M34 5G
Chipset Not Found;Exynos 2100 (5 nm) - InternationalQualcomm SM8350 Snapdragon 888 5G (5 nm);Samsung Galaxy S21
Chipset Not Found;Exynos 7570 Quad (14 nm);Samsung Galaxy J5 Prime (2017)
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm)Exynos 8890 Octa (14 nm);Samsung Galaxy S7 mini
Chipset Not Found;Exynos 7420 Octa (14 nm);Samsung Galaxy S6 Plus
Chipset Not Found;Qualcomm MSM8916 Snapdragon 410 (28 nm);Samsung Galaxy Grand 3
Chipset Not Found;Qualcomm APQ8084 Snapdragon 805 (28 nm);Samsung Galaxy F
Chipset Not Found;TI OMAP 5910;Sendo X2
Chipset Not Found;TI OMAP 5910;Sendo X
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Sharp Aquos V
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Sharp Z3
Chipset Not Found;Mediatek MT6797 Helio X20 (20 nm);Sharp Z2
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sharp Aquos Xx
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sharp Aquos Crystal 2
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sharp Aquos Crystal
Chipset Not Found;TI OMAP 310;Siemens SX1
Chipset Not Found;Qualcomm MSM8909 Snapdragon 210 (28 nm);Sonim XP3
Chipset Not Found;Qualcomm MSM8920 Snapdragon 427 (28 nm);Sonim XP5s
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sonim XP7
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sonim XP6
Chipset Not Found;Qualcomm QSC6085;Sonim XP3400 Armor
Chipset Not Found;Philips Nexperia 5210;Sonim XP3 Sentinel
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Sony Xperia L4
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Sony Xperia L3
Chipset Not Found;Qualcomm MSM8937 Snapdragon 430 (28 nm);Sony Xperia R1 (Plus)
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Sony Xperia XZ1
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Sony Xperia XA1 Plus
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Sony Xperia XZ1 Compact
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Sony Xperia XZs
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Sony Xperia XZ Premium
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Sony Xperia XA1 Ultra
Chipset Not Found;Mediatek MT6757 Helio P20 (16 nm);Sony Xperia XA1
Chipset Not Found;Qualcomm MSM8956 Snapdragon 650;Sony Xperia X Compact
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Sony Xperia XZ
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Sony Xperia XA Ultra
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Sony Xperia X Performance
Chipset Not Found;Qualcomm MSM8956 Snapdragon 650;Sony Xperia X
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Sony Xperia XA Dual
Chipset Not Found;Mediatek MT6755 Helio P10 (28 nm);Sony Xperia XA
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z5 Premium Dual
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z5 Premium
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z5 Dual
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z5
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z5 Compact
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Sony Xperia M5 Dual
Chipset Not Found;Mediatek MT6795 Helio X10 (28 nm);Sony Xperia M5
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z4v
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z3+ dual
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z3+
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Sony Xperia M4 Aqua Dual
Chipset Not Found;Qualcomm MSM8939 Snapdragon 615 (28 nm);Sony Xperia M4 Aqua
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z4 Tablet WiFi
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z4 Tablet LTE
Chipset Not Found;Qualcomm MSM8226-2 Snapdragon 400 (28 nm);Sony Xperia E3 Dual
Chipset Not Found;Qualcomm MSM8926-2 Snapdragon 400 (28 nm);Sony Xperia E3
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);Sony Xperia Z3 Tablet Compact
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Sony Xperia Z3 Dual
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Sony Xperia Z3v
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Sony Xperia Z3
Chipset Not Found;Qualcomm MSM8926-2 Snapdragon 400 (28 nm);Sony Xperia M2 Aqua
Chipset Not Found;Qualcomm MSM8974AC Snapdragon 801 (28 nm);Sony Xperia Z3 Compact
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sony Xperia C3 Dual
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sony Xperia C3
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);Sony Xperia Z2a
Chipset Not Found;Qualcomm MSM8928-2 Snapdragon 400 (28 nm) (D5103,D5106)/ Qualcomm MSM8228 (D5102);Sony Xperia T3
Chipset Not Found;Qualcomm MSM8226-0 Snapdragon 400 (28 nm);Sony Xperia M2 dual
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);Sony Xperia Z2 Tablet LTE
Chipset Not Found;Qualcomm APQ8074AB Snapdragon 801 (28 nm);Sony Xperia Z2 Tablet Wi-Fi
Chipset Not Found;Qualcomm MSM8974AB Snapdragon 801 (28 nm);Sony Xperia Z2
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);Sony Xperia E1 dual
Chipset Not Found;Qualcomm MSM8210 Snapdragon 200 (28 nm);Sony Xperia E1
Chipset Not Found;Qualcomm MSM8228 Snapdragon 400 (28 nm);Sony Xperia T2 Ultra dual
Chipset Not Found;Qualcomm MSM8928 Snapdragon 400 (28 nm);Sony Xperia T2 Ultra
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Sony Xperia Z1s
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Sony Xperia Z1 Compact
Chipset Not Found;Qualcomm MSM8974 Snapdragon 800 (28 nm);Sony Xperia Z1
Chipset Not Found;Qualcomm MSM8274 or MSM8974 Snapdragon 800 (28 nm);Sony Xperia Z Ultra
Chipset Not Found;Qualcomm MSM8230 Snapdragon 400 (28 nm);Sony Xperia L
Chipset Not Found;Qualcomm MSM7225AA Snapdragon S1;Sony Xperia tipo dual
Chipset Not Found;Qualcomm MSM7225AA Snapdragon S1;Sony Xperia tipo
Chipset Not Found;Qualcomm MSM7225A Snapdragon S1;Sony Xperia miro
Chipset Not Found;Nvidia Tegra 2 T20;Sony Tablet P
Chipset Not Found;Nvidia Tegra 2 T20;Sony Tablet P 3G
Chipset Not Found;Nvidia Tegra 2 T20;Sony Tablet S 3G
Chipset Not Found;Nvidia Tegra 2 T20;Sony Tablet S
Chipset Not Found;Qualcomm MSM8998 Snapdragon 835 (10 nm);Sony Xperia H8541
Chipset Not Found;Qualcomm MSM8976 Snapdragon 652 (28 nm);Sony Xperia M Ultra
Chipset Not Found;Qualcomm MSM8996 Snapdragon 820 (14 nm);Sony Xperia X Premium
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z4 Ultra
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Sony Xperia Z4 Compact
Chipset Not Found;Qualcomm MSM8926 Snapdragon 400 (28 nm);Sony D 2403
Chipset Not Found;Qualcomm APQ8064T Snapdragon 600;Sony Xperia C670X
Chipset Not Found;Qualcomm MSM7200A;Sony Ericsson Xperia X2
Chipset Not Found;Qualcomm MSM7200;Sony Ericsson Xperia X1
Chipset Not Found;Mediatek MT6260;Spice Smart Pulse (M-9010)
Chipset Not Found;Spreadtrum 6821;Spice Fire One (Mi-FX-1)
Chipset Not Found;Mediatek MT6571 (28 nm);Spice N-300
Chipset Not Found;Mediatek MT6571 (28 nm);Spice Smart Flo 508 (Mi-508)
Chipset Not Found;Mediatek MT6571 (28 nm);Spice Smart Flo 503 (Mi-503)
Chipset Not Found;Mediatek MT6571 (28 nm);Spice Smart Flo 359 (Mi-359)
Chipset Not Found;Mediatek MT6571 (28 nm);Spice Smart Flo 358 (Mi-358)
Chipset Not Found;Mediatek MT6591;Spice Stellar 526 (Mi-526)
Chipset Not Found;Mediatek MT6517;Spice Mi-354 Smartflo Space
Chipset Not Found;Mediatek MT6517;Spice Mi-450 Smartflo Ivory
Chipset Not Found;Mediatek MT6515;Spice Mi-422 Smartflo Pace
Chipset Not Found;Mediatek MT6573 (65 nm);Spice Mi-285 Stellar
Chipset Not Found;Mediatek MT6573 (65 nm);Spice Mi-355 Stellar Craze
Chipset Not Found;Mediatek MT6573 (65 nm);Spice Mi-280
Chipset Not Found;Mediatek MT6573 (65 nm);Spice Mi-350
Chipset Not Found;Mediatek MT6516;Spice Mi-270
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);T-Mobile REVVL 4
Chipset Not Found;Mediatek MT6738;T-Mobile Revvl
Chipset Not Found;BCM21553;T-Mobile Concord
Chipset Not Found;Nvidia Tegra 2 T20;T-Mobile G-Slate
Chipset Not Found;Nvidia Tegra 2 AP20H;T-Mobile G2x
Chipset Not Found;Qualcomm MSM7230;T-Mobile G2
Chipset Not Found;Qualcomm MSM7201A;T-Mobile myTouch 3G Fender Edition
Chipset Not Found;Qualcomm MSM7200A;T-Mobile G2 Touch
Chipset Not Found;Qualcomm MSM7201A;T-Mobile myTouch 3G 1.2
Chipset Not Found;Qualcomm MSM7201A;T-Mobile myTouch 3G
Chipset Not Found;Qualcomm MSM7200A;T-Mobile MDA Vario V
Chipset Not Found;Qualcomm MSM7200A;T-Mobile MDA Compact V
Chipset Not Found;TI OMAP V1030;T-Mobile Shadow 2
Chipset Not Found;TI OMAP 850;T-Mobile MDA Basic
Chipset Not Found;Qualcomm MSM7201A;T-Mobile G1
Chipset Not Found;Qualcomm MSM7201A;T-Mobile MDA Vario IV
Chipset Not Found;TI OMAP 850;T-Mobile Shadow
Chipset Not Found;Qualcomm MSM7201A;T-Mobile MDA Compact IV
Chipset Not Found;TI OMAP 850;T-Mobile Sidekick Slide
Chipset Not Found;TI OMAP 850;T-Mobile Wing
Chipset Not Found;TI OMAP 850;T-Mobile Dash
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);TCL 403
Chipset Not Found;Mediatek MT8771;TCL NxtPaper 12 Pro
Chipset Not Found;Mediatek MT8771;TCL Tab 10s 5G
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);TCL 305
Chipset Not Found;Mediatek MT8167;TCL Tab 10L
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);TCL 20 XE
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);TCL 20E
Chipset Not Found;Mediatek MT6762D Helio P22 (12 nm);TCL 20Y
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);TCL A30
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);TCL A3
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);TCL 20B
Chipset Not Found;Qualcomm MSM8909W Snapdragon Wear 2500 (28nm);TCL MoveTime
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);TCL 10 SE
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Pop 7 Pro
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark Go 2023
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Pop 6 Pro
Chipset Not Found;Unisoc SC9832E (28nm);Tecno Pop 5X
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Pop 5 Pro
Chipset Not Found;Unisoc SC7731e;Tecno Pop 5c
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Spark 8
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 16 S
Chipset Not Found;Mediatek MT6761D Helio A20 (12 nm);Tecno Spark Go 2020
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark 6 Air
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Pouvoir 4 Pro
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Pouvoir 4
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Spark Power 2
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark 5
Chipset Not Found;Mediatek MT6765V/W Helio P35 (12nm);Tecno Camon 15 Premier
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 15 Air
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Tecno Camon 15 Pro
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 15
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm)Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 12 Air
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Pop 3 Plus
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark 4 Lite
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 12 Pro
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 12
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Pouvoir 3 Air
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Pouvoir 3 Plus
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark 3
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark 3 Pro
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Spark Go
Chipset Not Found;Mediatek MT6580P;Tecno Pop 2 Plus
Chipset Not Found;Mediatek MT6765 Helio P35 (12nm);Tecno Phantom 9
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Camon iACE2X
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Camon i4
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Tecno Camon iACE2
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Tecno Camon 11 Pro
Chipset Not Found;Mediatek MT6580W (28 nm);Tecno Pop 1 Pro
Chipset Not Found;Mediatek MT6580W (28 nm);Tecno Pop 1
Chipset Not Found;Mediatek MT6580W (28 nm);Tecno Pouvoir 1
Chipset Not Found;Mediatek MT6580 (28 nm);Tecno Spark Plus
Chipset Not Found;Mediatek MT6580 (28 nm);Tecno Spark 2
Chipset Not Found;Mediatek MT6580 (28 nm);Tecno Spark
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Tecno Camon X Pro
Chipset Not Found;Mediatek MT6763T Helio P23 (16 nm);Tecno Camon X
Chipset Not Found;Mediatek MT6797 Helio X20 (20 nm);Tecno Phantom 6 Plus
Chipset Not Found;Mediatek MT6755 (28 nm);Tecno Phantom 6
Chipset Not Found;TI OMAP 4430;Toshiba Excite AT200
Chipset Not Found;Nvidia Tegra 2 T20;Toshiba Thrive 7
Chipset Not Found;Nvidia Tegra 2 T20;Toshiba Thrive
Chipset Not Found;Qualcomm MSM7200;Toshiba G810
Chipset Not Found;Qualcomm MSM7200;Toshiba G910 / G920
Chipset Not Found;Qualcomm MSM6280;Toshiba G450
Chipset Not Found;TI OMAP V1030;Toshiba G710
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Ulefone Note 14
Chipset Not Found;Mediatek MT6762V/WD (12 nm);Ulefone Tab A8
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Ulefone Armor X6 Pro
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Ulefone Note 6T
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Ulefone Armor X10 Pro
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Ulefone Armor X10
Chipset Not Found;Unisoc SC7731e;Ulefone Note 6
Chipset Not Found;Mediatek MT6261D;Ulefone Armor Mini 2
Chipset Not Found;Mediatek MT6761 Helio A22 (12 nm);Ulefone Note 7T
Chipset Not Found;Mediatek MT6762V/WD Helio P22 (12 nm);Ulefone Armor X5 Pro
Chipset Not Found;Mediatek MT6580 (28 nm);Ulefone Note 8
Chipset Not Found;Mediatek MT6762 Helio P22 (12 nm);Ulefone Note 9P
Chipset Not Found;Mediatek MT6761 Helio A20 (12 nm);Ulefone Armor X7 Pro
Chipset Not Found;Mediatek MT6761 Helio A20 (12 nm);Ulefone Armor X7
Chipset Not Found;Mediatek MT6580 (28nm);Ulefone Armor X6
Chipset Not Found;Mediatek MT6763 Helio P23 (16 nm);Ulefone Armor X5
Chipset Not Found;Mediatek MT6580 (28nm);Ulefone Armor X3
Chipset Not Found;Mediatek MT6763 Helio P23 (16 nm);Ulefone Armor 5S
Chipset Not Found;Mediatek MT6761 Helio A22 (16 nm);Ulefone Note 7P
Chipset Not Found;Mediatek MT6580 (28nm);Ulefone S11
Chipset Not Found;Mediatek MT6580 (28nm);Ulefone Note 7
Chipset Not Found;Mediatek MT6580 (28nm);Ulefone Armor X2
Chipset Not Found;Mediatek MT6580 (28nm);Ulefone S1
Chipset Not Found;Qualcomm MSM8994 Snapdragon 810 (20 nm);Vertu Signature Touch (2015)
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);Vertu Aster
Chipset Not Found;Qualcomm Snapdragon 801 (28 nm);Vertu Signature Touch
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5702 Royale Quattro
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5037 Apollo Quattro
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5200 Orion
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5031 Bolt Turbo
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5029 Bolt Pro
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5205 Orion Pro
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s6005X Cyprus Pro
Chipset Not Found;Mediatek MT6580 (28 nm);verykool s5527 Alpha Pro
